ID Заказа,Дата покупки,Дата доставки,Тип доставки,ID Клиента,Имя Клиента,Сегмент,Страна,Город,Штат,Почтовый код,Регион,Сумма,Кол-во,Скидка,Прибыль
CA-2015-151995,10/13/2015,10/15/2015,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,"1549,77",15,0,"379,4924"
CA-2018-143686,5/14/2018,5/14/2018,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,92704,West,"1418,21",9,0,"608,1851"
CA-2016-106565,3/20/2016,3/23/2016,First Class,BW-11110,Bart Watters,Corporate,United States,Milwaukee,Wisconsin,53209,Central,"51,84",8,0,"24,8832"
CA-2017-149370,9/15/2017,9/19/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,19140,East,"5,344",1,"0,2","1,8704"
CA-2015-140858,6/28/2015,7/2/2015,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,"1639,711",23,"2,1","106,722"
CA-2018-101434,6/20/2018,6/27/2018,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Belleville,New Jersey,7109,East,"249,79",5,0,"76,8028"
US-2015-102071,5/9/2015,5/15/2015,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110,West,"235,77",7,0,"44,3808"
CA-2018-126956,8/21/2018,8/28/2018,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,"87,52",13,0,"35,0868"
CA-2018-129462,6/16/2018,6/21/2018,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,"740,59",8,0,"210,1648"
CA-2017-165316,7/23/2017,7/27/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,"324,387",5,"0,9","-102,3419"
US-2015-115987,9/8/2015,9/13/2015,Second Class,LH-17020,Lisa Hazard,Consumer,United States,Tyler,Texas,75701,Central,"51,184",4,"0,8","-79,3352"
US-2018-156083,11/4/2018,11/11/2018,Standard Class,JL-15175,James Lanier,Home Office,United States,Columbia,Tennessee,38401,South,"9,664",2,"0,2","3,2616"
US-2017-137547,3/7/2017,3/12/2017,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Fort Worth,Texas,76106,Central,"21,072",3,"0,2","1,5804"
CA-2016-100454,11/20/2016,11/25/2016,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035,East,"258,018",11,"0,2","28,9647"
CA-2017-161669,11/7/2017,11/9/2017,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,"90,396",12,"0,4","30,633"
CA-2016-114300,10/13/2016,10/17/2016,Standard Class,AF-10885,Art Foster,Consumer,United States,Louisville,Kentucky,40214,South,"371,66",10,0,"101,1854"
CA-2018-107503,1/1/2018,1/6/2018,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Lorain,Ohio,44052,East,"48,896",4,"0,2","8,5568"
CA-2015-107755,2/7/2015,2/12/2015,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Linden,New Jersey,7036,East,"115,36",7,0,"49,6048"
CA-2017-152534,6/20/2017,6/25/2017,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas,California,93905,West,"44,04",8,0,"20,004"
CA-2017-113747,5/28/2017,6/4/2017,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Jackson,Mississippi,39212,South,"185,88",6,0,"50,1876"
CA-2017-123274,2/19/2017,2/24/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,"287,4",5,0,"24,3894"
CA-2015-125612,8/3/2015,8/8/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,"163,62",14,0,"51,1464"
CA-2018-161984,4/10/2018,4/15/2018,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,"14,77",3,0,"7,1567"
CA-2015-133851,6/9/2015,6/16/2015,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,"30,46",4,0,"10,7732"
CA-2017-134474,1/5/2017,1/7/2017,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,"255,904",10,"0,6","46,4568"
CA-2015-149020,1/10/2015,1/15/2015,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,"54,83",2,0,"22,6537"
CA-2017-134362,9/29/2017,10/2/2017,First Class,LS-16945,Linda Southworth,Corporate,United States,Philadelphia,Pennsylvania,19140,East,"15,936",4,"0,2","5,1792"
CA-2015-136742,4/6/2015,4/10/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Lancaster,Pennsylvania,17602,East,"44,91",6,"0,7","-35,928"
CA-2017-158099,9/3/2017,9/5/2017,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,"1422,252",8,"1,1","-807,777"
CA-2016-131128,10/19/2016,10/20/2016,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Concord,New Hampshire,3301,East,"34,44",3,0,"17,22"
CA-2015-148488,12/10/2015,12/15/2015,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,East,"117,704",9,"0,2","42,446"
CA-2018-114636,8/25/2018,8/29/2018,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Charlotte,North Carolina,28205,South,"192,16",5,"0,2","67,256"
CA-2017-116736,1/17/2017,1/21/2017,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301,East,"724,55",7,0,"144,6682"
US-2015-158638,9/17/2015,9/21/2015,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Philadelphia,Pennsylvania,19120,East,"5,892",4,"0,7","-4,1244"
CA-2018-111689,11/30/2018,12/2/2018,Second Class,HP-14815,Harold Pawlan,Home Office,United States,New York City,New York,10024,East,"1311,372",8,"0,3","285,4993"
CA-2016-129098,10/9/2016,10/13/2016,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Springfield,Virginia,22153,South,"30,84",2,0,"8,3268"
US-2018-123463,12/23/2018,12/23/2018,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,San Francisco,California,94109,West,"13,48",4,0,"5,9312"
CA-2017-165148,10/22/2017,10/24/2017,First Class,PM-19135,Peter McVee,Home Office,United States,Detroit,Michigan,48227,Central,"31,4",5,0,"10,048"
CA-2015-134061,4/29/2015,5/4/2015,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Rochester,New York,14609,East,"17,46",2,0,"5,9364"
CA-2016-143602,4/25/2016,4/28/2016,Second Class,JS-15595,Jill Stevenson,Corporate,United States,Los Angeles,California,90045,West,"13,944",3,"0,2","4,5318"
CA-2018-115364,6/26/2018,7/2/2018,Standard Class,OT-18730,Olvera Toch,Consumer,United States,San Diego,California,92105,West,"83,76",12,0,"1,6752"
CA-2018-150707,10/14/2018,10/19/2018,Standard Class,EL-13735,Ed Ludwig,Home Office,United States,Columbia,Maryland,21044,East,"37,66",7,0,"18,4534"
CA-2015-104976,12/9/2015,12/16/2015,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,San Francisco,California,94122,West,"34,68",6,0,"16,9932"
CA-2018-132934,6/20/2018,6/26/2018,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,New Rochelle,New York,10801,East,"201,262",8,"0,2","33,5956"
CA-2018-133256,6/26/2018,6/27/2018,First Class,TH-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central,"564,38",13,0,"143,4358"
CA-2017-105494,11/10/2017,11/12/2017,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,"225,828",10,"0,2","66,5742"
CA-2017-140634,10/3/2017,10/6/2017,Second Class,HL-15040,Hunter Lopez,Consumer,United States,Houston,Texas,77095,Central,"15,648",2,"0,2","5,0856"
CA-2015-144407,9/9/2015,9/15/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Detroit,Michigan,48227,Central,"103,6",7,0,"51,8"
CA-2018-160983,10/29/2018,10/31/2018,Second Class,GB-14530,George Bell,Corporate,United States,Auburn,New York,13021,East,"46,96",8,0,"22,5408"
US-2017-114622,4/10/2017,4/12/2017,First Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Ohio,45503,East,"8,904",2,"0,7","-6,5296"
CA-2018-150959,11/11/2018,11/13/2018,First Class,TD-20995,Tamara Dahlen,Consumer,United States,Garland,Texas,75043,Central,"28,776",9,1,"-28,695"
CA-2018-132353,9/15/2018,9/17/2018,First Class,DB-13060,Dave Brooks,Consumer,United States,Chicago,Illinois,60653,Central,"323,976",3,"0,2","20,2485"
CA-2017-130477,4/8/2017,4/12/2017,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,"97,96",7,0,"18,4384"
CA-2018-143259,12/30/2018,1/3/2019,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,"466,842",14,"0,4","34,6365"
CA-2018-137596,9/2/2018,9/7/2018,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,"3480,96",13,0,"1234,3688"
CA-2016-133627,5/31/2016,6/7/2016,Standard Class,SC-20050,Sample Company A,Home Office,United States,Norwich,Connecticut,6360,East,"22,2",6,0,"9,102"
CA-2018-102519,11/27/2018,11/29/2018,First Class,BM-11650,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,"190,67",10,0,"75,3001"
US-2015-141215,6/15/2015,6/21/2015,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207,Central,"906,43",9,"1,4","-90,1178"
CA-2017-165218,3/5/2017,3/11/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,"162,344",4,"0,4","49,5943"
CA-2015-138296,12/5/2015,12/12/2015,Standard Class,RC-19825,Roy Collins,Consumer,United States,Alexandria,Virginia,22304,South,"24,56",2,0,"6,8768"
CA-2016-111164,4/11/2016,4/15/2016,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009,East,"513,73",9,0,"159,3106"
CA-2017-149797,9/15/2017,9/20/2017,Standard Class,AH-10075,Adam Hart,Corporate,United States,New York City,New York,10011,East,"841,568",2,"0,2","294,5488"
CA-2015-132962,9/13/2015,9/16/2015,First Class,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,"267,552",8,"0,4","58,9932"
CA-2016-115091,10/5/2016,10/9/2016,Standard Class,JJ-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153,South,"75,04",6,0,"22,4532"
CA-2018-144932,4/14/2018,4/17/2018,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615,East,"118,32",9,"0,6","28,923"
CA-2018-114216,9/2/2018,9/6/2018,Standard Class,RK-19300,Ralph Kennedy,Consumer,United States,Philadelphia,Pennsylvania,19140,East,"12,192",3,"0,2","4,1148"
CA-2017-140081,6/20/2017,6/24/2017,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,"538,022",19,"1,3","32,4336"
US-2018-111745,11/5/2018,11/6/2018,First Class,RA-19885,Ruben Ausman,Corporate,United States,Farmington,New Mexico,87401,West,"159,99",1,0,"54,3966"
CA-2016-148250,12/13/2016,12/17/2016,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503,West,"147,44",6,0,"41,1856"
CA-2017-105760,6/19/2017,6/20/2017,First Class,KC-16255,Karen Carlisle,Corporate,United States,San Francisco,California,94110,West,"17,12",2,0,"8,0464"
CA-2017-142958,12/13/2017,12/20/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503,West,"1120,368",6,"0,4","43,995"
CA-2016-120880,5/29/2016,6/3/2016,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105,West,"740,73",13,"0,2","219,0102"
US-2016-140200,7/26/2016,7/28/2016,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Mesa,Arizona,85204,West,"393,165",3,"0,5","-204,4458"
US-2018-110576,11/28/2018,12/2/2018,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,"3629,936",34,"1,2","-543,6026"
CA-2018-131156,4/3/2018,4/7/2018,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,"25,472",4,"0,2","7,6416"
CA-2018-136539,12/28/2018,1/1/2019,Standard Class,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664,Central,"106,0208",4,"0,52","-8,8792"
CA-2018-119305,11/30/2018,12/4/2018,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Jackson,Mississippi,39212,South,"173,8",5,0,"43,45"
CA-2018-102414,5/15/2018,5/18/2018,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,"49,896",6,"1,1","5,0589"
CA-2016-112571,9/22/2016,9/22/2016,Same Day,DL-12925,Daniel Lacy,Consumer,United States,Oceanside,California,92054,West,"204,6",2,0,"53,196"
CA-2018-152142,11/14/2018,11/19/2018,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,"321,568",2,"0,2","28,1372"
CA-2016-160059,11/27/2016,12/1/2016,Standard Class,TB-21190,Thomas Brumley,Home Office,United States,Fayetteville,Arkansas,72701,South,"6,24",2,0,"3,0576"
CA-2017-120859,9/1/2017,9/4/2017,First Class,CV-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,94110,West,"21,88",2,0,"10,94"
CA-2015-127488,9/22/2015,9/24/2015,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Boca Raton,Florida,33433,South,"4,608",2,"0,2","1,6704"
CA-2018-135279,4/9/2018,4/11/2018,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,"760,8",17,0,"116,9461"
CA-2015-115791,1/16/2015,1/18/2015,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,"299,964",14,"1,5","-5,9335"
US-2018-103247,10/5/2018,10/8/2018,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,10011,East,"236,722",10,"0,2","28,7984"
US-2018-100209,7/9/2018,7/15/2018,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Portland,Oregon,97206,West,"1,08",2,"0,7","-0,792"
CA-2018-159366,1/7/2018,1/10/2018,First Class,BW-11110,Bart Watters,Corporate,United States,Detroit,Michigan,48205,Central,"3059,982",2,"0,1","679,996"
CA-2017-145499,5/30/2017,5/31/2017,First Class,RW-19690,Robert Waldorf,Consumer,United States,Wilmington,North Carolina,28403,South,"3,282",2,"0,7","-2,6256"
CA-2016-157035,12/9/2016,12/12/2016,First Class,KB-16600,Ken Brennan,Corporate,United States,Columbus,Indiana,47201,Central,"34,02",3,0,"16,6698"
CA-2017-144939,10/3/2017,10/8/2017,Standard Class,EB-13870,Emily Burns,Consumer,United States,New York City,New York,10035,East,"599,292",6,"0,1","93,2232"
CA-2015-163419,11/11/2015,11/14/2015,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,"1167,296",8,"0,6","132,294"
CA-2018-100314,9/29/2018,10/5/2018,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506,Central,"372,446",9,"0,8","56,8968"
CA-2016-146829,3/10/2016,3/10/2016,Same Day,TS-21340,Toby Swindell,Consumer,United States,Houston,Texas,77041,Central,"1,112",2,"0,8","-1,8904"
CA-2018-167899,5/21/2018,5/26/2018,Standard Class,JG-15805,John Grady,Corporate,United States,Auburn,New York,13021,East,"538,02",8,0,"78,0183"
CA-2016-153549,3/29/2016,3/31/2016,Second Class,SL-20155,Sara Luxemburg,Home Office,United States,Jacksonville,Florida,32216,South,"1166,92",5,"0,2","131,2785"
CA-2017-110023,9/9/2017,9/11/2017,First Class,TS-21610,Troy Staebel,Consumer,United States,New York City,New York,10024,East,"14,624",2,"0,2","5,484"
CA-2017-105585,8/26/2017,8/27/2017,First Class,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,95123,West,"165,13",8,0,"74,6154"
CA-2015-117639,5/21/2015,5/25/2015,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464,South,"3333,9",10,0,"1449,5187"
CA-2016-162537,10/28/2016,11/3/2016,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,"104,51",16,0,"36,8692"
CA-2017-155488,11/13/2017,11/17/2017,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Vancouver,Washington,98661,West,"44,02",2,0,"11,4452"
CA-2016-124891,7/31/2016,7/31/2016,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,"3419,872",17,"0,4","480,6405"
CA-2016-126445,8/27/2016,8/31/2016,Standard Class,RA-19945,Ryan Akin,Consumer,United States,Murrieta,California,92563,West,"484,65",3,0,"92,0835"
CA-2016-111199,11/13/2016,11/17/2016,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Jacksonville,North Carolina,28540,South,"115,296",3,"0,2","40,3536"
CA-2016-105312,11/6/2016,11/9/2016,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,"11,481",6,"0,9","-1,0428"
US-2018-106705,12/26/2018,1/1/2019,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Burlington,Iowa,52601,Central,"44,75",5,0,"20,585"
CA-2018-135034,8/1/2018,8/3/2018,First Class,AT-10735,Annie Thurman,Consumer,United States,Chicago,Illinois,60653,Central,"95,984",2,"0,2","5,999"
CA-2015-158540,11/24/2015,11/26/2015,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Diego,California,92037,West,"151,72",4,0,"27,3096"
CA-2018-118437,6/17/2018,6/21/2018,Second Class,PF-19165,Philip Fox,Consumer,United States,Olympia,Washington,98502,West,"169,28",4,0,"50,6437"
US-2016-126214,12/21/2016,12/24/2016,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103,West,"1717,97",14,0,"392,8934"
CA-2016-133025,9/17/2016,9/19/2016,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Los Angeles,California,90036,West,"32,4",5,0,"15,552"
CA-2016-108665,7/6/2016,7/10/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,"896,38",15,0,"229,515"
CA-2016-124450,4/27/2016,5/3/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,"2670,19",14,0,"974,3135"
CA-2016-167269,6/16/2016,6/20/2016,Standard Class,PB-19150,Philip Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,"6,208",2,"0,2","2,1728"
CA-2018-106964,12/17/2018,12/20/2018,First Class,HR-14770,Hallie Redmond,Home Office,United States,Los Angeles,California,90045,West,"11,808",2,"0,2","4,2804"
CA-2017-126529,1/11/2017,1/13/2017,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,"94,452",8,"0,8","16,1472"
CA-2015-163552,7/11/2015,7/15/2015,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,"1368,62",25,0,"413,6125"
CA-2017-109820,11/20/2017,11/22/2017,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,"32,751",8,"1,6","-7,4058"
CA-2017-113061,4/22/2017,4/26/2017,Standard Class,EL-13735,Ed Ludwig,Home Office,United States,Jefferson City,Missouri,65109,Central,"86,62",2,0,"8,662"
CA-2016-127418,6/13/2016,6/14/2016,First Class,JJ-15445,Jennifer Jackson,Consumer,United States,Los Angeles,California,90004,West,"36,624",3,"0,2","13,734"
CA-2018-121818,11/20/2018,11/21/2018,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South,"52,696",10,"0,4","4,4919"
CA-2017-127670,3/20/2017,3/24/2017,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,63376,Central,"697,16",4,0,"146,4036"
CA-2017-102981,9/6/2017,9/9/2017,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,"754,212",5,"0,2","101,445"
CA-2018-115651,7/9/2018,7/12/2018,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,"67,304",14,1,"-143,1765"
CA-2018-152702,10/12/2018,10/16/2018,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Rockford,Illinois,61107,Central,"254,604",14,"0,3","-18,186"
CA-2017-169103,3/8/2017,3/13/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142,South,"1466,32",8,"0,4","81,409"
CA-2015-139192,5/27/2015,6/1/2015,Second Class,LC-16885,Lena Creighton,Consumer,United States,San Francisco,California,94109,West,"1213,494",13,"0,2","163,2654"
US-2016-153500,7/3/2016,7/5/2016,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,"458,072",13,"0,6","29,5324"
CA-2016-110667,4/4/2016,4/8/2016,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,"210,992",11,"0,4","58,2019"
CA-2018-167150,12/10/2018,12/17/2018,Standard Class,BP-11185,Ben Peterman,Corporate,United States,San Diego,California,92037,West,"85,504",6,"0,4","30,1756"
CA-2017-105284,11/24/2017,12/1/2017,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Philadelphia,Pennsylvania,19143,East,"4,416",3,"0,2","1,6008"
US-2016-125374,3/23/2016,3/29/2016,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,Houston,Texas,77095,Central,"107,772",2,"0,3","-29,2524"
CA-2016-161263,4/16/2016,4/21/2016,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,"239,204",22,"1,9","-70,1181"
CA-2017-157686,10/1/2017,10/2/2017,First Class,BD-11620,Brian DeCherney,Consumer,United States,San Francisco,California,94122,West,"194,848",4,"0,2","12,178"
US-2018-139955,9/28/2018,9/30/2018,Second Class,CM-12160,Charles McCrossin,Consumer,United States,Brownsville,Texas,78521,Central,"1,744",1,"0,2","-0,3488"
US-2016-150161,7/25/2016,7/29/2016,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19143,East,"25,176",4,"0,7","-18,4624"
CA-2016-144652,11/20/2016,11/26/2016,Standard Class,SN-20560,Skye Norling,Home Office,United States,Los Angeles,California,90008,West,"19,46",7,0,"5,0596"
CA-2017-152814,4/28/2017,5/2/2017,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Denver,Colorado,80219,West,"29,472",3,"0,2","9,9468"
CA-2018-106943,11/14/2018,11/19/2018,Standard Class,FO-14305,Frank Olsen,Consumer,United States,New York City,New York,10035,East,"8,64",2,"0,2","3,024"
CA-2017-134348,11/12/2017,11/19/2017,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,85204,West,"42,622",14,"1,6","-5,9478"
CA-2017-161781,9/29/2017,9/30/2017,First Class,CC-12100,Chad Cunningham,Home Office,United States,Columbus,Indiana,47201,Central,"40,88",7,0,"10,6288"
CA-2018-132521,9/23/2018,9/25/2018,Second Class,DW-13540,Don Weiss,Consumer,United States,Seattle,Washington,98105,West,"158,28",6,"0,2","44,3996"
CA-2016-110016,11/29/2016,12/4/2016,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Detroit,Michigan,48227,Central,"1126,83",13,0,"131,1225"
US-2017-143819,3/1/2017,3/5/2017,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,"6125,822",18,"0,4","2253,4265"
CA-2017-167584,8/12/2017,8/12/2017,Same Day,LC-16870,Lena Cacioppo,Consumer,United States,Des Moines,Iowa,50315,Central,"6,48",1,0,"3,1104"
CA-2017-166163,8/15/2017,8/20/2017,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,94601,West,"75,126",4,"0,2","8,7096"
CA-2018-158407,6/4/2018,6/10/2018,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110,South,"103,968",4,"0,4","27,1934"
CA-2016-143490,12/6/2016,12/13/2016,Standard Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92105,West,"339,334",11,"0,2","52,8206"
CA-2016-165085,12/27/2016,12/31/2016,Standard Class,BT-11485,Brad Thomas,Home Office,United States,Clinton,Maryland,20735,East,"384,86",7,0,"117,3894"
CA-2018-160423,1/21/2018,1/26/2018,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Charlotte,North Carolina,28205,South,"383,992",14,"0,9","1,841"
CA-2015-159338,6/25/2015,6/28/2015,First Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,"447,84",5,"0,2","11,196"
CA-2017-107216,6/14/2017,6/17/2017,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,"53,7",11,0,"18,316"
US-2018-145863,4/21/2018,4/27/2018,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,77041,Central,"5,628",6,"1,6","-9,7023"
CA-2017-112340,10/21/2017,10/27/2017,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Riverside,California,92503,West,"22,92",3,0,"11,2308"
US-2017-110156,11/19/2017,11/24/2017,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,"296,668",37,"3,2","28,1341"
CA-2018-140585,12/18/2018,12/23/2018,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024,West,"286,485",5,"0,35","61,2374"
CA-2017-144855,7/22/2017,7/24/2017,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,San Francisco,California,94110,West,"6,3",2,0,"3,024"
CA-2016-142755,9/4/2016,9/8/2016,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,"919,49",14,0,"258,2784"
US-2015-147627,1/20/2015,1/26/2015,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,"1859,4",27,0,"437,2475"
CA-2016-105970,3/2/2016,3/7/2016,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,"112,04",7,0,"53,5816"
CA-2017-112102,4/12/2017,4/16/2017,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,"448,81",10,0,"124,5025"
US-2017-114776,12/6/2017,12/7/2017,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,94509,West,"19,44",3,0,"9,3312"
US-2017-134908,6/5/2017,6/9/2017,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134,East,"132,168",7,"0,4","-20,718"
US-2017-148803,12/11/2017,12/11/2017,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,33030,South,"85,224",3,"0,2","7,4571"
CA-2017-152170,11/12/2017,11/15/2017,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,"383,14",21,0,"163,172"
CA-2015-146969,9/29/2015,10/3/2015,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,"968,3",10,"0,2","299,0266"
CA-2016-112452,4/4/2016,4/4/2016,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,"1273,606",9,"0,1","326,2746"
